Transaction ID,CPU Time,I/O on Disk,% Read Operations
86557,2.3507,3,92
86558,2.0177,3,86
86559,2.0596,3,15
86560,2.1101,3,18
86561,2.2745,3,91
86562,2.1381,3,8
86563,2.017,3,7
86564,1.6088,3,90
86565,2.0597,3,85
86566,1.8447,3,10
86567,2.0468,3,91
86568,2.3847,3,90
86569,1.8494,3,19
86570,1.9517,3,85
86571,2.129,3,89
86572,2.3555,3,82
86573,1.9243,3,21
86574,2.3585,3,12
86575,2.3119,3,12
86576,2.282,3,3
86577,1.7948,3,9
86578,2.1522,3,17
86579,2.2758,3,13
86580,2.0113,3,12
86581,1.8563,3,91
86582,1.6563,3,10
86583,1.9081,3,11
86584,2.0166,3,89
86585,2.4775,3,95
86586,2.1475,3,78
86587,2.439,3,10
86588,2.3279,3,90
86589,1.937,3,10
86590,2.1536,3,6
86591,2.1457,3,99
86592,1.805,3,19
86593,2.2509,3,8
86594,1.8673,3,93
86595,1.7836,3,9
86596,2.5332,3,82
86597,1.7449,3,18
86598,2.2259,3,6
86599,2.0719,3,81
86600,2.0253,4,7
86601,2.225,3,99
86602,2.076,3,11
86603,1.9467,3,9
86604,2.0617,3,6
86605,2.2583,3,9
86606,2.198,3,86
86607,1.9809,3,86
86608,2.3315,3,9
86609,1.9342,3,83
86610,2.1079,3,97
86611,1.9117,3,14
86612,1.8953,3,6
86613,2.2458,3,12
86614,2.1655,3,7
86615,1.9086,3,10
86616,2.3654,3,3
86617,2.2169,3,5
86618,2.0206,3,89
86619,2.6,3,5
86620,2.5584,3,25
86621,2.1919,3,91
86622,1.9406,3,84
86623,1.8703,3,16
86624,1.9904,3,9
86625,2.0818,3,97
86626,1.7434,3,90
86627,2.3986,3,84
86628,2.0117,3,13
86629,2.153,3,100
86630,2.1315,3,8
86631,2.3985,3,16
86632,1.9378,4,9
86633,2.2104,3,84
86634,1.8683,3,85
86635,2.5155,4,84
86636,2.091,3,9
86637,1.9573,3,14
86638,2.3509,3,14
86639,2.2816,3,82
86640,1.94,3,90
86641,1.7693,3,7
86642,2.0987,3,83
86643,1.9892,3,87
86644,2.1282,3,87
86645,2.2441,3,92
86646,2.2507,3,82
86647,2.0084,3,1
86648,1.9537,3,95
86649,1.7966,3,89
86650,1.8725,3,18
86651,1.9997,3,11
86652,1.7887,3,16
86653,2.2482,3,9
86654,2.1608,3,4
86655,2.1164,3,9
86656,2.199,3,14
86657,2.0783,3,9
86658,1.9914,3,95
86659,2.1813,3,85
86660,2.2872,3,81
86661,2.1104,3,100
86662,1.9165,3,14
86663,2.3876,4,5
86664,2.1902,3,86
86665,1.999,3,92
86666,2.1418,3,94
86667,2.4189,3,95
86668,2.1097,2,94
86669,2.2197,3,95
86670,1.7585,3,9
86671,2.0723,3,15
86672,1.967,3,13
86673,2.4132,3,3
86674,2.2748,3,98
86675,1.9153,3,89
86676,1.8767,3,90
86677,2.0465,3,92
86678,2.1108,3,8
86679,2.1867,3,6
86680,1.9934,3,85
86681,2.1478,3,17
86682,2.3467,3,13
86683,2.2415,3,100
86684,2.1095,3,88
86685,2.3994,3,4
86686,2.0553,3,94
86687,2.0135,3,0
86688,2.1257,3,9
86689,2.1841,3,10
86690,1.9114,3,9
86691,2.2342,3,89
86692,1.9502,3,89
86693,2.0834,3,11
86694,1.7464,3,83
86695,2.0732,3,97
86696,2.4153,3,12
86697,1.984,3,20
86698,2.3692,3,93
86699,2.1461,3,18
86700,2.1856,3,12
86701,1.8075,3,14
86702,2.1002,3,12
86703,2.1417,3,93
86704,1.6845,3,88
86705,1.9638,3,16
86706,2.0772,3,88
86707,2.2366,3,11
86708,2.0955,3,10
86709,2.4376,3,88
86710,1.5058,3,14
86711,1.9432,3,17
86712,1.9187,3,87
86713,2.5384,3,10
86714,2.1646,3,12
86715,2.0831,3,89
86716,2.0884,3,1
86717,2.209,3,11
86718,2.4111,3,13
86719,1.9328,3,87
86720,1.8035,3,92
86721,2.154,3,95
86722,2.0549,3,100
86723,2.3529,3,87
86724,1.9863,3,97
86725,2.2386,3,87
86726,1.9019,3,86
86727,1.8779,3,7
86728,2.0444,3,9
86729,1.6771,3,94
86730,2.0707,3,99
86731,1.8815,3,91
86732,1.8803,3,8
86733,2.1583,3,3
86734,1.9785,3,6
86735,2.0413,3,6
86736,2.2556,3,89
86737,1.79,3,100
86738,2.4376,3,91
86739,2.2125,3,93
86740,2.136,3,15
86741,2.077,3,90
86742,2.0804,3,89
86743,2.05,3,93
86744,2.1102,3,97
86745,2.2506,3,96
86746,1.989,3,100
86747,2.0831,3,12
86748,2.0423,3,87
86749,2.0117,3,16
86750,1.863,3,91
86751,2.1111,3,21
86752,1.9779,3,95
86753,1.7827,3,0
86754,2.1463,3,95
86755,2.0306,3,90
86756,2.0437,3,85
86757,2.1504,3,14
86758,1.994,3,85
86759,2.0581,3,17
86760,2.2661,3,8
86761,2.0794,3,18
86762,1.8786,3,88
86763,2.1398,3,17
86764,2.1476,3,90
86765,2.0506,3,92
86766,2.2779,3,84
86767,1.9852,3,19
86768,2.2549,3,87
86769,2.3421,3,4
86770,1.9697,3,10
86771,2.336,3,11
86772,2.2828,3,6
86773,1.7367,3,15
86774,1.6876,3,17
86775,2.2331,3,98
86776,2.2386,3,89
86777,2.157,3,6
86778,2.0199,3,88
86779,2.0225,3,11
86780,2.2917,3,6
86781,2.5105,3,95
86782,2.0921,3,9
86783,2.0087,3,95
86784,2.2922,3,9
86785,2.0831,3,13
86786,2.3173,3,91
86787,1.8106,3,91
86788,2.1582,3,86
86789,2.0643,3,82
86790,2.0983,3,86
86791,2.1216,3,99
86792,1.8427,3,4
86793,1.9288,3,11
86794,1.71,3,92
86795,2.0793,3,11
86796,2.0912,3,86
86797,2.0734,3,4
86798,1.5971,3,7
86799,2.1489,3,10
86800,1.9529,3,17
86801,2.2566,3,13
86802,2.2358,3,95
86803,2.0103,3,92
86804,1.8804,3,10
86805,2.3111,3,87
86806,2.2504,3,15
86807,2.3335,3,90
86808,2.0476,3,14
86809,2.0451,3,79
86810,1.8702,3,99
86811,2.0549,3,10
86812,1.7553,3,87
86813,1.716,3,10
86814,2.2359,3,7
86815,2.1692,3,8
86816,2.2604,3,20
86817,1.9901,3,88
86818,1.9205,3,0
86819,2.2154,3,98
86820,2.2134,3,9
86821,2.3227,3,84
86822,1.6676,3,11
86823,1.7463,3,94
86824,2.2596,3,93
86825,1.9176,3,3
86826,1.9085,3,11
86827,2.1952,3,7
86828,1.8376,3,91
86829,1.6143,3,88
86830,1.7632,3,95
86831,2.0274,3,7
86832,1.8579,3,9
86833,1.7587,3,90
86834,2.0171,3,87
86835,2.1477,3,100
86836,1.8597,3,87
86837,2.0332,3,89
86838,2.2114,3,86
86839,2.1659,3,92
86840,2.3249,3,82
86841,2.3047,3,7
86842,1.869,3,95
86843,2.2547,3,81
86844,2.3097,3,87
86845,2.1112,3,92
86846,1.8349,3,90
86847,2.1665,3,92
86848,2.0656,3,86
86849,2.2599,3,23
86850,2.1081,3,94
86851,1.7837,3,92
86852,2.1133,3,78
86853,1.7957,3,97
86854,2.292,3,87
86855,2.1927,3,95
86856,1.936,3,7
86857,2.2158,3,84
86858,2.2504,3,4
86859,2.158,3,91
86860,2.392,3,87
86861,2.3067,3,9
86862,2.1085,3,89
86863,1.7568,3,89
86864,2.0004,3,92
86865,1.6473,3,91
86866,2.0243,3,5
86867,2.4195,3,10
86868,1.9605,3,88
86869,1.7547,3,6
86870,1.4895,3,10
86871,2.3445,3,91
86872,1.9796,3,8
86873,2.0331,3,95
86874,1.9804,3,91
86875,2.0577,3,9
86876,2.1225,3,13
86877,2.2257,3,0
86878,2.0801,3,82
86879,1.9197,3,12
86880,1.8243,3,3
86881,2.0685,3,10
86882,1.9132,3,88
86883,2.1813,3,96
86884,2.2981,3,91
86885,2.1809,3,89
86886,2.2774,3,16
86887,2.0864,3,93
86888,1.6884,3,95
86889,2.0194,3,13
86890,1.9825,3,2
86891,2.0175,3,11
86892,2.2759,3,94
86893,1.7964,3,100
86894,1.8416,3,88
86895,2.0013,3,89
86896,1.8711,3,81
86897,1.9199,3,96
86898,2.1874,3,100
86899,2.142,3,13
86900,2.2483,3,16
86901,2.1996,3,6
86902,2.0553,3,5
86903,2.2081,3,85
86904,2.115,3,95
86905,2.1783,3,90
86906,2.1992,3,95
86907,1.9846,3,90
86908,2.2789,3,9
86909,1.8973,3,9
86910,2.1286,3,21
86911,2.4338,3,8
86912,1.954,3,88
86913,2.2593,3,8
86914,2.1167,3,91
86915,2.156,3,16
86916,1.9902,3,3
86917,2.3503,3,88
86918,2.2517,3,96
86919,2.1646,3,12
86920,1.981,3,98
86921,2.4597,3,15
86922,2.1185,3,98
86923,1.7498,3,90
86924,1.9887,3,21
86925,2.1698,3,8
86926,2.2022,3,16
86927,1.4746,3,90
86928,2.0821,3,6
86929,2.035,3,84
86930,2.0811,3,87
86931,2.2137,3,93
86932,1.9291,3,15
86933,2.3716,3,89
86934,2.1452,3,9
86935,2.0195,3,9
86936,2.1704,3,17
86937,2.1712,3,7
86938,2.189,3,87
86939,2.0187,3,20
86940,1.8279,3,91
86941,2.3283,3,93
86942,2.0527,3,11
86943,1.8886,3,8
86944,1.9255,3,18
86945,2.1952,3,84
86946,2.1461,3,95
86947,2.2903,3,0
86948,1.9624,3,87
86949,1.9326,3,81
86950,1.9018,3,10
86951,1.9032,3,6
86952,1.8249,3,5
86953,1.9646,3,11
86954,2.2211,3,98
86955,2.097,3,5
86956,1.9452,3,88
86957,2.469,3,10
86958,2.3392,3,95
86959,2.0414,3,85
86960,2.0276,3,4
86961,2.5325,3,12
86962,2.0024,3,12
86963,2.3466,3,93
86964,2.1483,3,8
86965,2.3217,3,14
86966,1.9114,3,92
86967,1.6876,3,92
86968,1.9691,3,14
86969,2.131,3,93
86970,1.9187,3,2
86971,2.0244,4,5
86972,1.8789,3,5
86973,2.0322,3,19
86974,2.041,3,96
86975,2.4077,3,6
86976,1.7629,3,7
86977,2.3117,3,98
86978,2.3499,3,87
86979,2.3124,3,18
86980,2.4707,3,76
86981,1.8362,3,95
86982,1.9536,3,88
86983,2.1745,3,87
86984,1.9231,3,99
86985,2.0185,3,85
86986,2.0847,3,10
86987,1.8981,3,18
86988,2.5385,3,13
86989,1.7769,3,92
86990,1.8192,3,8
86991,2.2469,3,8
86992,2.1908,3,90
86993,2.122,3,100
86994,2.0417,3,0
86995,1.6993,3,91
86996,1.6497,3,6
86997,2.093,3,94
86998,2.1171,4,0
86999,2.1959,3,92
87000,2.2089,3,8
87001,1.7478,3,84
87002,2.4101,3,8
87003,2.0847,3,12
87004,2.3552,3,91
87005,2.4129,3,90
87006,2.0405,3,91
87007,2.2649,3,13
87008,2.3165,3,13
87009,2.2839,3,15
87010,1.7485,3,95
87011,2.1606,3,14
87012,1.6698,3,5
87013,2.1766,3,83
87014,2.653,3,91
87015,1.8985,3,92
87016,1.8672,3,6
87017,1.9771,3,6
87018,2.0715,3,88
87019,2.01,3,89
87020,1.9952,3,92
87021,2.3251,3,14
87022,2.3075,3,13
87023,2.2492,3,88
87024,2.0798,3,87
87025,1.9173,3,12
87026,2.1805,3,89
87027,1.8151,3,97
87028,1.9052,3,15
87029,1.8058,3,96
87030,2.4668,3,94
87031,1.8813,3,90
87032,1.9703,3,13
87033,1.7185,3,88
87034,2.2571,3,85
87035,2.2557,3,91
87036,2.4918,3,89
87037,2.2744,3,7
87038,1.9729,3,4
87039,2.0145,3,78
87040,1.9212,3,11
87041,1.8177,3,92
87042,1.8748,3,93
87043,2.0586,3,88
87044,2.1894,3,91
87045,2.1063,3,98
87046,2.143,3,5
87047,1.9655,3,11
87048,2.1569,3,11
87049,2.0476,3,11
87050,1.9465,3,90
87051,2.0539,3,89
87052,2.0222,3,91
87053,2.2393,3,99
87054,2.4549,3,89
87055,2.1815,3,7
87056,2.0059,3,13
87057,2.339,3,2
87058,1.7123,3,92
87059,2.109,3,89
87060,1.9689,3,20
87061,2.3912,3,94
87062,2.2991,3,86
87063,1.9306,3,12
87064,2.043,3,92
87065,2.0451,3,6
87066,1.9058,3,91
87067,2.2958,3,95
87068,2.3792,3,5
87069,2.0499,3,9
87070,1.591,3,15
87071,2.1872,3,11
87072,2.1228,3,13
87073,2.1888,3,14
87074,2.0034,4,87
87075,2.2777,3,89
87076,2.0879,3,97
87077,2.2952,3,87
87078,2.219,3,7
87079,2.0661,3,13
87080,1.9387,3,6
87081,2.0234,3,84
87082,1.8909,3,91
87083,2.3246,3,8
87084,2.2351,3,87
87085,2.5424,3,9
87086,2.2388,3,4
87087,1.9357,3,9
87088,2.3408,3,15
87089,2.5113,3,89
87090,1.6918,3,84
87091,2.1816,3,7
87092,1.8931,3,8
87093,2.2072,3,85
87094,2.0601,3,81
87095,1.8965,3,10
87096,2.2738,3,7
87097,2.1225,3,7
87098,2.1272,3,15
87099,1.9995,3,9
87100,2.2805,3,96
87101,2.1878,3,87
87102,1.9142,3,13
87103,1.6805,3,88
87104,2.3268,3,10
87105,2.22,3,94
87106,2.2118,3,3
87107,2.2758,3,89
87108,1.8736,3,88
87109,1.9441,3,11
87110,2.3508,3,96
87111,1.9299,3,98
87112,2.3782,3,96
87113,2.038,3,88
87114,1.929,3,91
87115,2.0547,3,7
87116,2.1439,3,94
87117,2.0185,3,87
87118,2.2517,3,82
87119,1.8814,3,82
87120,2.0336,3,13
87121,2.0559,3,94
87122,2.3449,3,9
87123,2.3288,3,89
87124,2.1053,3,89
87125,1.8752,3,5
87126,1.9376,3,9
87127,1.9739,3,15
87128,1.7998,3,13
87129,2.1036,3,100
87130,2.0874,3,86
87131,1.9615,3,91
87132,2.3843,3,95
87133,1.5866,3,85
87134,2.1522,3,5
87135,2.2356,3,12
87136,2.0411,3,8
87137,1.8724,3,18
87138,2.1513,3,18
87139,2.3858,3,12
87140,2.0027,3,7
87141,2.3882,3,87
87142,2.3873,3,14
87143,2.203,3,86
87144,2.2759,3,10
87145,2.0974,3,90
87146,2.1166,4,11
87147,2.5829,3,9
87148,2.1742,3,95
87149,1.9893,3,92
87150,2.4087,3,5
87151,2.112,3,77
87152,2.0229,3,92
87153,2.3098,3,15
87154,2.1007,3,10
87155,2.1165,3,10
87156,1.8046,3,85
87157,2.5055,3,0
87158,1.7553,3,88
87159,2.2094,3,15
87160,2.223,3,84
87161,1.7441,3,2
87162,2.2232,3,95
87163,1.9273,3,88
87164,1.9281,3,15
87165,2.1842,3,89
87166,2.2523,3,100
87167,2.2411,3,8
87168,2.2985,3,87
87169,1.9449,3,12
87170,2.0834,3,7
87171,2.4376,3,5
87172,2.1576,3,17
87173,2.1428,3,78
87174,1.7931,3,15
87175,2.2019,3,76
87176,1.9422,3,96
87177,1.8765,3,8
87178,2.1361,3,98
87179,2.3519,3,16
87180,1.7254,3,8
87181,1.9574,3,94
87182,2.4571,3,6
87183,2.2956,3,9
87184,2.0759,3,17
87185,1.827,3,13
87186,2.0679,3,12
87187,2.5046,3,95
87188,2.0847,3,87
87189,2.1594,3,89
87190,1.9047,3,8
87191,2.1002,3,95
87192,2.2651,3,96
87193,2.4031,3,10
87194,2.351,3,16
87195,2.1073,3,86
87196,2.3577,3,13
87197,2.1433,3,9
87198,1.9897,3,9
87199,2.2406,3,82
87200,2.1233,3,90
87201,1.6461,3,90
87202,1.9954,3,7
87203,1.9725,3,86
87204,2.1207,3,5
87205,2.31,3,16
87206,1.8129,3,90
87207,2.0338,3,6
87208,2.0812,3,91
87209,2.2273,3,10
87210,2.2387,3,95
87211,2.3141,3,12
87212,2.4489,3,14
87213,2.2667,3,7
87214,2.0234,3,90
87215,2.2837,3,10
87216,1.762,3,93
87217,1.9268,3,17
87218,1.8154,3,99
87219,1.9695,3,9
87220,1.9624,3,91
87221,1.7948,3,82
87222,2.3231,3,92
87223,2.1442,3,2
87224,1.9653,3,86
87225,2.1603,3,7
87226,1.858,3,98
87227,2.1416,3,87
87228,2.1981,3,82
87229,2.4604,3,0
87230,2.0735,3,91
87231,2.0355,3,88
87232,1.6785,3,100
87233,2.087,3,88
87234,2.0006,3,13
87235,2.171,3,97
87236,2.3345,3,5
87237,2.2694,3,92
87238,2.3995,3,12
87239,1.9004,3,93
87240,2.105,3,17
87241,2.1424,3,16
87242,1.9289,3,8
87243,2.0723,3,4
87244,2.2973,3,92
87245,2.1021,3,3
87246,1.8912,3,2
87247,2.239,3,14
87248,2.0616,3,11
87249,1.6961,3,87
87250,2.5099,3,11
87251,1.9399,3,12
87252,2.045,3,9
87253,1.9906,3,11
87254,1.9173,3,9
87255,2.2475,3,90
87256,2.27,3,6
87257,2.068,3,86
87258,2.1814,3,90
87259,2.2947,3,86
87260,2.0114,3,88
87261,2.2186,3,17
87262,2.5992,3,11
87263,1.8077,3,6
87264,2.3619,3,95
87265,2.1429,3,92
87266,2.1125,3,93
87267,2.0954,3,82
87268,2.3151,3,88
87269,2.4466,3,88
87270,2.1553,3,82
87271,1.9765,3,97
87272,2.0149,3,2
87273,2.0741,3,97
87274,2.2335,3,17
87275,2.0211,3,89
87276,1.8936,3,88
87277,1.7695,3,15
87278,2.4118,3,86
87279,1.992,3,8
87280,1.8255,3,14
87281,1.6356,3,77
87282,2.2219,3,87
87283,1.8718,3,6
87284,1.7687,3,83
87285,1.9067,3,90
87286,1.9706,3,11
87287,2.2088,3,5
87288,1.9779,3,90
87289,1.9267,3,12
87290,2.0735,3,91
87291,2.0964,3,1
87292,1.9796,3,13
87293,1.9296,3,90
87294,1.9311,3,10
87295,1.7906,3,89
87296,2.4142,3,83
87297,2.1516,3,12
87298,2.0651,3,89
87299,2.269,3,15
87300,2.3325,3,89
87301,1.9401,3,93
87302,2.2264,3,94
87303,2.3844,3,96
87304,2.0614,3,16
87305,2.0801,3,4
87306,2.1274,3,10
87307,1.9449,3,14
87308,2.2055,3,5
87309,2.1422,3,4
87310,2.5032,3,100
87311,1.7804,3,85
87312,1.984,3,3
87313,1.9472,3,12
87314,1.9731,3,83
87315,2.0791,3,80
87316,1.9702,3,13
87317,2.3814,3,0
87318,1.7779,3,13
87319,2.1407,3,92
87320,2.2097,3,0
87321,1.9555,3,8
87322,2.1712,3,26
87323,2.2898,3,8
87324,1.9315,3,5
87325,2.4252,3,91
87326,2.004,3,95
87327,2.1009,3,23
87328,1.7592,3,85
87329,2.1827,3,93
87330,2.2,3,91
87331,2.1551,3,7
87332,2.4441,3,18
87333,2.0098,3,88
87334,1.8295,3,83
87335,2.1655,3,1
87336,2.1075,3,12
87337,2.1414,3,12
87338,2.0074,3,11
87339,2.1932,3,11
87340,2.1362,3,90
87341,2.047,3,86
87342,2.1956,3,88
87343,1.9554,3,6
87344,1.8409,3,17
87345,2.145,3,6
87346,2.3793,3,18
87347,2.0307,3,83
87348,2.3366,3,91
87349,2.0302,3,11
87350,1.8081,3,7
87351,2.2795,3,86
87352,2.3281,3,91
87353,1.9818,3,100
87354,2.4176,3,7
87355,1.9082,3,84
87356,2.2822,4,21
87357,2.1547,3,88
87358,1.8125,3,11
87359,2.2166,3,88
87360,2.1667,3,85
87361,2.39,3,89
87362,2.177,3,9
87363,2.1874,3,9
87364,1.997,3,90
87365,2.1738,3,83
87366,1.9578,3,8
87367,2.2677,3,89
87368,1.7954,3,91
87369,2.1188,3,19
87370,2.2807,3,9
87371,1.8969,3,6
87372,2.0399,3,16
87373,2.2236,3,25
87374,2.0357,3,88
87375,2.0705,3,92
87376,2.1588,3,7
87377,2.0733,3,97
87378,2.121,3,4
87379,2.0908,3,85
87380,2.0687,3,12
87381,1.7787,3,16
87382,2.0331,3,93
87383,2.1725,3,7
87384,1.9739,3,85
87385,2.1179,3,82
87386,2.2476,3,20
87387,1.9817,3,90
87388,2.3985,3,6
87389,2.1359,3,87
87390,2.0652,3,88
87391,2.2039,3,87
87392,1.9428,3,6
87393,2.0613,3,10
87394,2.0389,3,92
87395,1.9064,3,8
87396,2.0912,3,93
87397,2.1768,3,20
87398,2.2205,3,11
87399,2.0943,3,84
87400,2.2435,3,87
87401,2.3752,3,98
87402,2.2831,3,17
87403,2.4504,3,85
87404,2.2627,3,11
87405,2.1002,3,88
87406,2.0872,3,17
87407,2.3768,3,9
87408,1.825,3,16
87409,2.1251,3,8
87410,2.0383,3,90
87411,2.5266,3,6
87412,2.0282,3,6
87413,2.1516,3,87
87414,2.0211,3,79
87415,2.0315,3,13
87416,2.3011,3,97
87417,1.9372,3,3
87418,1.8515,3,8
87419,2.3027,3,8
87420,2.0566,3,11
87421,2.2336,3,100
87422,2.1243,3,2
87423,2.3089,3,11
87424,2.1783,3,91
87425,2.4614,3,91
87426,2.2823,3,83
87427,2.1806,3,86
87428,2.2313,3,9
87429,1.9515,3,90
87430,2.0469,3,14
87431,2.1333,3,0
87432,2.0966,4,7
87433,2.1996,3,17
87434,2.0243,3,97
87435,2.2161,3,82
87436,2.1235,3,88
87437,2.2033,3,8
87438,1.8519,3,15
87439,2.1882,3,10
87440,1.7503,3,14
87441,2.1178,3,85
87442,1.6553,3,13
87443,2.0987,3,96
87444,1.9976,3,11
87445,2.0143,3,8
87446,2.0094,3,83
87447,2.0905,3,7
87448,1.9955,3,14
87449,1.8036,3,6
87450,2.1231,3,89
87451,2.0108,3,91
87452,2.2548,3,94
87453,1.9131,3,93
87454,2.0481,3,5
87455,2.0066,3,88
87456,1.9036,3,6
87457,1.9605,3,98
87458,1.8439,3,88
87459,1.9363,4,86
87460,2.413,3,9
87461,2.1348,3,95
87462,1.7893,3,90
87463,2.3181,3,85
87464,2.019,3,4
87465,2.0092,3,87
87466,2.107,3,10
87467,2.0186,3,7
87468,1.8545,3,82
87469,2.0466,3,94
87470,2.0482,3,90
87471,1.5276,3,87
87472,2.3754,3,11
87473,2.0015,3,12
87474,2.1191,3,6
87475,1.7884,3,98
87476,2.3394,3,22
87477,2.1207,3,15
87478,2.289,3,13
87479,2.1424,3,96
87480,1.8755,3,86
87481,2.0575,3,89
87482,2.4923,3,85
87483,2.1326,3,10
87484,2.0021,3,91
87485,2.3374,3,92
87486,2.4545,3,3
87487,2.1301,4,12
87488,1.7673,3,89
87489,2.2351,3,85
87490,2.4065,3,88
87491,2.037,3,95
87492,2.3434,3,9
87493,2.2002,3,91
87494,2.2449,3,9
87495,1.9173,3,8
87496,2.0547,3,83
87497,1.7763,3,79
87498,1.8404,3,8
87499,1.7546,3,91
87500,2.055,3,98
87501,1.8976,3,92
87502,2.1661,3,93
87503,2.0322,3,86
87504,2.0036,3,94
87505,2.0737,3,3
87506,2.1284,3,86
87507,2.5819,3,93
87508,2.1156,3,13
87509,2.0207,3,8
87510,1.6849,3,1
87511,2.1727,3,97
87512,2.0845,3,7
87513,2.2777,3,91
87514,1.9235,3,19
87515,2.1059,3,11
87516,2.1489,3,82
87517,1.9383,3,83
87518,2.4233,3,16
87519,2.0228,3,98
87520,2.3992,3,11
87521,1.816,3,6
87522,2.0249,3,87
87523,1.941,3,96
87524,1.9505,3,86
87525,2.3494,3,6
87526,2.1823,3,95
87527,1.7963,3,85
87528,2.2419,3,89
87529,2.0347,3,92
87530,2.1024,3,9
87531,2.0342,3,10
87532,1.8828,3,88
87533,1.8395,3,80
87534,2.1403,3,11
87535,2.0188,3,79
87536,2.1262,3,90
87537,1.9124,3,86
87538,2.0208,3,7
87539,2.15,3,5
87540,2.1104,3,8
87541,1.956,3,89
87542,1.9504,3,88
87543,2.2456,3,4
87544,2.4594,3,97
87545,2.0332,3,83
87546,2.2867,3,93
87547,2.2348,3,10
87548,2.0716,3,11
87549,1.9432,3,16
87550,1.4596,3,8
87551,2.2883,3,6
87552,2.2084,3,0
87553,1.9059,3,19
87554,1.995,3,95
87555,2.481,3,7
87556,2.0828,3,93
87557,2.0783,3,87
87558,2.0565,3,90
87559,1.9991,3,15
87560,2.1977,3,99
87561,2.1855,3,85
87562,2.0057,3,17
87563,2.2181,3,100
87564,2.2847,3,88
87565,2.0965,3,0
87566,2.0635,3,85
87567,2.3073,3,10
87568,1.8412,3,16
87569,2.3665,3,83
87570,1.9068,3,8
87571,1.8752,3,4
87572,2.1012,3,93
87573,2.1167,3,14
87574,2.4783,3,88
87575,2.4619,3,11
87576,2.4148,3,95
87577,1.9722,3,15
87578,2.376,3,92
87579,2.233,3,93
87580,1.8185,3,17
87581,2.4319,3,97
87582,2.2236,3,0
87583,2.2927,3,13
87584,2.0816,3,6
87585,2.2807,3,16
87586,2.2968,3,95
87587,2.1372,3,0
87588,1.8623,3,93
87589,2.074,3,88
87590,2.0029,3,89
87591,2.5166,3,16
87592,2.4225,3,11
87593,1.8775,3,84
87594,2.2294,3,83
87595,2.4721,3,18
87596,1.908,3,9
87597,2.065,3,94
87598,2.1754,3,83
87599,2.2937,3,4
87600,1.8478,3,93
87601,1.8254,3,24
87602,2.0418,3,86
87603,2.091,3,92
87604,2.0042,3,93
87605,1.9715,3,12
87606,2.0404,3,99
87607,2.0171,3,5
87608,2.5227,3,86
87609,1.9912,3,15
87610,2.361,3,6
87611,1.7869,3,19
87612,2.2473,3,84
87613,1.9549,3,8
87614,1.9542,3,93
87615,1.9878,3,91
87616,2.1708,3,93
87617,1.8868,3,92
87618,2.2279,3,16
87619,2.0434,3,100
87620,1.7272,3,87
87621,1.9391,3,90
87622,2.0857,3,97
87623,1.9579,3,8
87624,2.0206,3,11
87625,2.0186,3,85
87626,2.0542,3,13
87627,2.1568,3,10
87628,2.3078,3,11
87629,2.1653,3,80
87630,1.8482,3,15
87631,2.1198,3,10
87632,2.2131,3,89
87633,2.3709,3,92
87634,1.8447,3,94
87635,2.2235,3,14
87636,2.2324,3,10
87637,2.266,3,5
87638,2.356,3,93
87639,2.2122,3,94
87640,1.8521,3,12
87641,2.1284,3,84
87642,2.0878,3,13
87643,1.8549,3,89
87644,1.9803,3,12
87645,1.9729,3,91
87646,2.1211,3,14
87647,1.8453,3,10
87648,2.1291,3,86
87649,2.1545,3,80
87650,1.9116,3,6
87651,1.6931,3,11
87652,2.1473,3,1
87653,1.6833,3,14
87654,2.2839,3,6
87655,2.5218,3,90
87656,1.6978,3,12
87657,2.0238,3,14
87658,2.133,3,12
87659,1.845,3,13
87660,2.0386,3,96
87661,1.8058,3,4
87662,1.9455,3,86
87663,2.1244,3,92
87664,1.9358,3,10
87665,1.8517,3,91
87666,2.1015,4,9
87667,1.6892,3,9
87668,2.2492,3,89
87669,2.1222,3,98
87670,2.1263,3,5
87671,2.0302,3,91
87672,2.0574,3,86
87673,2.2741,3,95
87674,1.9802,3,3
87675,2.1494,3,96
87676,2.0816,3,88
87677,2.0558,3,5
87678,2.4337,3,93
87679,2.1764,3,19
87680,2.2171,3,0
87681,2.1621,3,91
87682,2.2147,3,9
87683,2.1707,3,6
87684,1.9705,3,90
87685,1.8013,3,8
87686,2.2678,3,10
87687,2.1607,3,11
87688,1.4431,3,14
87689,2.3636,3,95
87690,1.9108,3,11
87691,2.3031,3,13
87692,1.9833,3,91
87693,2.0708,3,90
87694,2.4107,3,92
87695,2.351,3,13
87696,2.2492,3,9
87697,2.2212,3,80
87698,1.8267,3,18
87699,2.3303,3,3
87700,1.9264,3,93
87701,1.9001,3,93
87702,2.1787,3,10
87703,2.4357,3,7
87704,2.0374,3,6
87705,2.0531,3,1
87706,1.9049,3,11
87707,2.0152,3,91
87708,1.9473,3,93
87709,2.1803,3,89
87710,1.8744,3,90
87711,2.3818,3,9
87712,2.1781,3,12
87713,1.9175,3,8
87714,2.0772,3,91
87715,2.0173,3,89
87716,2.1333,3,8
87717,2.5763,3,16
87718,2.1511,3,11
87719,1.9495,3,6
87720,2.3001,3,96
87721,2.0558,3,6
87722,2.2471,3,88
87723,1.8583,3,90
87724,1.9081,3,91
87725,2.176,3,94
87726,1.9194,3,1
87727,1.9915,3,13
87728,1.7971,3,3
87729,2.2088,3,5
